film,year_film,Total oscars nominations,Total oscars won,Oscars main categories nominations,Oscars main categories won,Oscars best picture,G.G. nominations,G.G. won,G.G. main categories nominations,G.G. main categories won,G.G. best motion picture
Beverly Hills Cop II,1987,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The Man Who Planted Trees,1987,1.0,1.0,0.0,0.0,0.0,,,,,
"Italy, Nikita Mikhalkov",1987,,,,,,1.0,0.0,0.0,0.0,0.0
Broadcast News,1987,7.0,0.0,4.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0
Baby Boom,1987,,,,,,2.0,0.0,2.0,0.0,0.0
Dirty Dancing,1987,1.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0
Babette's Feast,1987,1.0,1.0,0.0,0.0,0.0,,,,,
Maurice,1987,1.0,0.0,0.0,0.0,0.0,,,,,
The Secret of My Success,1987,,,,,,1.0,0.0,0.0,0.0,0.0
Pathfinder,1987,1.0,0.0,0.0,0.0,0.0,,,,,
Matewan,1987,1.0,0.0,0.0,0.0,0.0,,,,,
The Last Emperor,1987,9.0,9.0,2.0,2.0,1.0,5.0,4.0,3.0,2.0,1.0
Gaby: A True Story,1987,,,,,,2.0,0.0,2.0,0.0,0.0
Throw Momma from the Train,1987,1.0,0.0,1.0,0.0,0.0,,,,,
La Bamba,1987,,,,,,1.0,0.0,1.0,0.0,0.0
Ray's Male Heterosexual Dance Hall,1987,1.0,1.0,0.0,0.0,0.0,,,,,
Barfly,1987,,,,,,1.0,0.0,1.0,0.0,0.0
Ironweed,1987,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
My Life as a Dog,1987,2.0,0.0,1.0,0.0,0.0,,,,,
Eyes on the Prize: America's Civil Rights Years/Bridge to Freedom 1965,1987,1.0,0.0,0.0,0.0,0.0,,,,,
Empire of the Sun,1987,6.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Nuts,1987,,,,,,3.0,0.0,3.0,0.0,0.0
Radio Days,1987,2.0,0.0,0.0,0.0,0.0,,,,,
Weeds,1987,,,,,,1.0,0.0,1.0,0.0,0.0
Hope and Glory,1987,5.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0
Dark Eyes,1987,1.0,0.0,1.0,0.0,0.0,,,,,
Anna,1987,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Square Dance,1987,,,,,,1.0,0.0,1.0,0.0,0.0
Prick Up Your Ears,1987,,,,,,1.0,0.0,1.0,0.0,0.0
"France, Louis Malle",1987,,,,,,1.0,0.0,0.0,0.0,0.0
Shoeshine,1987,1.0,0.0,0.0,0.0,0.0,,,,,
Silver into Gold,1987,1.0,0.0,0.0,0.0,0.0,,,,,
Hellfire: A Journey from Hiroshima,1987,1.0,0.0,0.0,0.0,0.0,,,,,
The Untouchables,1987,4.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0
"Good Morning, Vietnam",1987,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Harry and the Hendersons,1987,1.0,1.0,0.0,0.0,0.0,,,,,
Roxanne,1987,,,,,,1.0,0.0,1.0,0.0,0.0
Street Smart,1987,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
The Whales of August,1987,1.0,0.0,1.0,0.0,0.0,,,,,
Lethal Weapon,1987,1.0,0.0,0.0,0.0,0.0,,,,,
Happy New Year,1987,1.0,0.0,0.0,0.0,0.0,,,,,
The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,1987,1.0,1.0,0.0,0.0,0.0,,,,,
George and Rosemary,1987,1.0,0.0,0.0,0.0,0.0,,,,,
The Witches of Eastwick,1987,2.0,0.0,0.0,0.0,0.0,,,,,
RoboCop,1987,2.0,0.0,0.0,0.0,0.0,,,,,
Wall Street,1987,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Full Metal Jacket,1987,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Who's That Girl,1987,,,,,,1.0,0.0,0.0,0.0,0.0
"Sweden, Lasse Hallström",1987,,,,,,1.0,1.0,0.0,0.0,0.0
"France, Claude Berri",1987,,,,,,1.0,0.0,0.0,0.0,0.0
Gaby - A True Story,1987,1.0,0.0,1.0,0.0,0.0,,,,,
Outrageous Fortune,1987,,,,,,1.0,0.0,1.0,0.0,0.0
Gorillas in the Mist,1988,5.0,0.0,1.0,0.0,0.0,,,,,
Gullah Tales,1988,1.0,0.0,0.0,0.0,0.0,,,,,
Dirty Rotten Scoundrels,1988,,,,,,1.0,0.0,1.0,0.0,0.0
Willow,1988,2.0,0.0,0.0,0.0,0.0,,,,,
A Cry in the Dark,1988,1.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0
Sunset,1988,1.0,0.0,0.0,0.0,0.0,,,,,
Rain Man,1988,8.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,1.0
Tequila Sunrise,1988,1.0,0.0,0.0,0.0,0.0,,,,,
Technological Threat,1988,1.0,0.0,0.0,0.0,0.0,,,,,
Cadillac Dreams,1988,1.0,0.0,0.0,0.0,0.0,,,,,
The Children's Storefront,1988,1.0,0.0,0.0,0.0,0.0,,,,,
"Denmark, Gabriel Axel",1988,,,,,,1.0,0.0,0.0,0.0,0.0
The Milagro Beanfield War,1988,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Denmark, Bille August",1988,,,,,,1.0,1.0,0.0,0.0,0.0
A Fish Called Wanda,1988,3.0,1.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0
The Music Teacher,1988,1.0,0.0,0.0,0.0,0.0,,,,,
Stand and Deliver,1988,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Who Killed Vincent Chin?,1988,1.0,0.0,0.0,0.0,0.0,,,,,
Who Framed Roger Rabbit,1988,5.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
The Cry of Reason - Beyers Naudé: An Afrikaner Speaks Out,1988,1.0,0.0,0.0,0.0,0.0,,,,,
Oliver & Company,1988,,,,,,1.0,0.0,0.0,0.0,0.0
Tucker: The Man and His Dream,1988,,,,,,1.0,1.0,1.0,1.0,0.0
Twins,1988,,,,,,1.0,0.0,0.0,0.0,0.0
Bagdad Cafe,1988,1.0,0.0,0.0,0.0,0.0,,,,,
A Handful of Dust,1988,1.0,0.0,0.0,0.0,0.0,,,,,
Dominick & Eugene,1988,,,,,,1.0,0.0,1.0,0.0,0.0
The Last Temptation of Christ,1988,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Salaam Bombay!,1988,1.0,0.0,0.0,0.0,0.0,,,,,
Midnight Run,1988,,,,,,2.0,0.0,2.0,0.0,0.0
Hotel Terminus: The Life and Times of Klaus Barbie,1988,1.0,1.0,0.0,0.0,0.0,,,,,
Pelle the Conqueror,1988,2.0,1.0,1.0,0.0,0.0,,,,,
Family Gathering,1988,1.0,0.0,0.0,0.0,0.0,,,,,
Moon Over Parador,1988,,,,,,2.0,0.0,2.0,0.0,0.0
Running on Empty,1988,2.0,0.0,1.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0
Portrait of Imogen,1988,1.0,0.0,0.0,0.0,0.0,,,,,
The Cat Came Back,1988,1.0,0.0,0.0,0.0,0.0,,,,,
Buster,1988,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Scrooged,1988,1.0,0.0,0.0,0.0,0.0,,,,,
Women on the Verge of a Nervous Breakdown,1988,1.0,0.0,0.0,0.0,0.0,,,,,
Madame Sousatzka,1988,,,,,,2.0,1.0,1.0,1.0,0.0
Working Girl,1988,5.0,1.0,4.0,0.0,0.0,6.0,4.0,4.0,3.0,1.0
Big,1988,2.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0
Bull Durham,1988,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Promises to Keep,1988,1.0,0.0,0.0,0.0,0.0,,,,,
Tucker The Man and His Dream,1988,3.0,0.0,1.0,0.0,0.0,,,,,
You Don't Have to Die,1988,1.0,1.0,0.0,0.0,0.0,,,,,
Coming to America,1988,2.0,0.0,0.0,0.0,0.0,,,,,
Gang Cops,1988,1.0,0.0,0.0,0.0,0.0,,,,,
Bird,1988,1.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0
The Appointments of Dennis Jennings,1988,1.0,1.0,0.0,0.0,0.0,,,,,
"Spain, Pedro Almodóvar",1988,,,,,,1.0,0.0,0.0,0.0,0.0
The Accused,1988,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
The Accidental Tourist,1988,4.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0
Mississippi Burning,1988,7.0,1.0,4.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0
Hanussen,1988,1.0,0.0,0.0,0.0,0.0,,,,,
"India, Mira Nair",1988,,,,,,1.0,0.0,0.0,0.0,0.0
Gorillas in the Mist: The Adventure of Dian Fossey,1988,,,,,,3.0,2.0,2.0,1.0,0.0
Clara's Heart,1988,,,,,,1.0,0.0,1.0,0.0,0.0
Beaches,1988,1.0,0.0,0.0,0.0,0.0,,,,,
Beetlejuice,1988,1.0,1.0,0.0,0.0,0.0,,,,,
Married to the Mob,1988,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Dangerous Liaisons,1988,7.0,3.0,3.0,0.0,0.0,,,,,
Die Hard,1988,3.0,0.0,0.0,0.0,0.0,,,,,
Little Dorrit,1988,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"Hungary, István Szabó",1988,,,,,,1.0,0.0,0.0,0.0,0.0
Let's Get Lost,1988,1.0,0.0,0.0,0.0,0.0,,,,,
Tin Toy,1988,1.0,1.0,0.0,0.0,0.0,,,,,
The Unbearable Lightness of Being,1988,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Crossing Delancey,1988,,,,,,1.0,0.0,1.0,0.0,0.0
Cocktail,1988,,,,,,1.0,0.0,0.0,0.0,0.0
Adam Clayton Powell,1989,1.0,0.0,0.0,0.0,0.0,,,,,
My Left Foot,1989,5.0,2.0,4.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0
Born on the Fourth of July,1989,8.0,2.0,3.0,1.0,0.0,5.0,4.0,3.0,3.0,1.0
Music Box,1989,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
For All Mankind,1989,1.0,0.0,0.0,0.0,0.0,,,,,
What Happened to Santiago,1989,1.0,0.0,0.0,0.0,0.0,,,,,
The Bear,1989,1.0,0.0,0.0,0.0,0.0,,,,,
Valmont,1989,1.0,0.0,0.0,0.0,0.0,,,,,
Black Rain,1989,1.0,0.0,0.0,0.0,0.0,,,,,
Blaze,1989,1.0,0.0,0.0,0.0,0.0,,,,,
"Italy, Giuseppe Tornatore",1989,,,,,,1.0,1.0,0.0,0.0,0.0
"Enemies, A Love Story",1989,2.0,0.0,1.0,0.0,0.0,,,,,
Glory,1989,5.0,3.0,1.0,1.0,0.0,5.0,1.0,3.0,1.0,0.0
Shirley Valentine,1989,2.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
Balance,1989,1.0,1.0,0.0,0.0,0.0,,,,,
Crimes and Misdemeanors,1989,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
The Childeater,1989,1.0,0.0,0.0,0.0,0.0,,,,,
The Rose Garden,1989,,,,,,1.0,0.0,1.0,0.0,0.0
Yad Vashem: Preserving the Past to Ensure the Future,1989,1.0,0.0,0.0,0.0,0.0,,,,,
When Harry Met Sally,1989,,,,,,5.0,0.0,4.0,0.0,0.0
"France, Claude Chabrol",1989,,,,,,1.0,0.0,0.0,0.0,0.0
In Country,1989,,,,,,1.0,0.0,1.0,0.0,0.0
Jacknife,1989,,,,,,1.0,0.0,1.0,0.0,0.0
Work Experience,1989,1.0,1.0,0.0,0.0,0.0,,,,,
The Hill Farm,1989,1.0,0.0,0.0,0.0,0.0,,,,,
Indiana Jones and The Last Crusade,1989,,,,,,1.0,0.0,1.0,0.0,0.0
Back to the Future Part II,1989,1.0,0.0,0.0,0.0,0.0,,,,,
Do The Right Thing,1989,,,,,,4.0,0.0,3.0,0.0,0.0
"Canada, Denys Arcand",1989,,,,,,1.0,0.0,0.0,0.0,0.0
The Little Mermaid,1989,2.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0
Waltzing Regitze,1989,1.0,0.0,0.0,0.0,0.0,,,,,
Cinema Paradiso,1989,1.0,1.0,0.0,0.0,0.0,,,,,
The Cow,1989,1.0,0.0,0.0,0.0,0.0,,,,,
Jesus of Montreal,1989,1.0,0.0,0.0,0.0,0.0,,,,,
Dead Poets Society,1989,4.0,1.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0
"France, Bruno Nuytten",1989,,,,,,1.0,0.0,0.0,0.0,0.0
"sex, lies, and videotape",1989,1.0,0.0,0.0,0.0,0.0,,,,,
Henry V,1989,3.0,1.0,2.0,0.0,0.0,,,,,
Field of Dreams,1989,3.0,0.0,1.0,0.0,0.0,,,,,
Harlem Nights,1989,1.0,0.0,0.0,0.0,0.0,,,,,
Sea of Love,1989,,,,,,1.0,0.0,1.0,0.0,0.0
Parenthood,1989,2.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
"Yugoslavia, Krsto Papic ",1989,,,,,,1.0,0.0,0.0,0.0,0.0
"Sex, Lies, and Videotape",1989,,,,,,3.0,0.0,2.0,0.0,0.0
Super Chief: The Life and Legacy of Earl Warren,1989,1.0,0.0,0.0,0.0,0.0,,,,,
Scandal,1989,,,,,,1.0,0.0,1.0,0.0,0.0
The Adventures of Baron Munchausen,1989,4.0,0.0,0.0,0.0,0.0,,,,,
The Johnstown Flood,1989,1.0,1.0,0.0,0.0,0.0,,,,,
When Harry Met Sally...,1989,1.0,0.0,0.0,0.0,0.0,,,,,
Indiana Jones and the Last Crusade,1989,2.0,0.0,0.0,0.0,0.0,,,,,
Dad,1989,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
She-Devil,1989,,,,,,1.0,0.0,1.0,0.0,0.0
Lethal Weapon 2,1989,1.0,0.0,0.0,0.0,0.0,,,,,
Crack USA: County under Siege,1989,1.0,0.0,0.0,0.0,0.0,,,,,
A Dry White Season,1989,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"Fine Food, Fine Pastries, Open 6 to 9",1989,1.0,0.0,0.0,0.0,0.0,,,,,
Do the Right Thing,1989,2.0,0.0,1.0,0.0,0.0,,,,,
The War of The Roses,1989,,,,,,3.0,0.0,3.0,0.0,0.0
Common Threads: Stories from the Quilt,1989,1.0,1.0,0.0,0.0,0.0,,,,,
The Fabulous Baker Boys,1989,4.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0
Steel Magnolias,1989,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0
Chances Are,1989,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Amazon Diary,1989,1.0,0.0,0.0,0.0,0.0,,,,,
Casualties of War,1989,,,,,,1.0,0.0,0.0,0.0,0.0
The Abyss,1989,4.0,1.0,0.0,0.0,0.0,,,,,
Camille Claudel,1989,2.0,0.0,1.0,0.0,0.0,,,,,
Batman,1989,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Driving Miss Daisy,1989,9.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0
Bronx Cheers,1990,1.0,0.0,0.0,0.0,0.0,,,,,
Burning Down Tomorrow,1990,1.0,0.0,0.0,0.0,0.0,,,,,
The Hunt for Red October,1990,2.0,0.0,0.0,0.0,0.0,,,,,
Avalon,1990,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
"Austria, Robert Dornhelm",1990,,,,,,1.0,0.0,0.0,0.0,0.0
The Grifters,1990,4.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Days of Waiting,1990,1.0,1.0,0.0,0.0,0.0,,,,,
Reversal of Fortune,1990,3.0,1.0,2.0,1.0,0.0,4.0,1.0,3.0,1.0,0.0
Dick Tracy,1990,7.0,3.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
Young Guns II,1990,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Waldo Salt: A Screenwriter's Journey,1990,1.0,0.0,0.0,0.0,0.0,,,,,
The Godfather Part III,1990,,,,,,7.0,0.0,4.0,0.0,0.0
Awakenings,1990,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Mermaids,1990,,,,,,1.0,0.0,1.0,0.0,0.0
"The Godfather, Part III",1990,7.0,0.0,3.0,0.0,0.0,,,,,
Dear Rosie,1990,1.0,0.0,0.0,0.0,0.0,,,,,
Building Bombs,1990,1.0,0.0,0.0,0.0,0.0,,,,,
Open Doors,1990,1.0,0.0,0.0,0.0,0.0,,,,,
Forever Activists: Stories from the Veterans of the Abraham Lincoln Brigade,1990,1.0,0.0,0.0,0.0,0.0,,,,,
Postcards from the Edge,1990,2.0,0.0,1.0,0.0,0.0,,,,,
The Field,1990,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"Germany, Michael Verhoeven",1990,,,,,,1.0,0.0,0.0,0.0,0.0
Pretty Woman,1990,1.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,1.0,0.0
Flatliners,1990,1.0,0.0,0.0,0.0,0.0,,,,,
"Japan, Akira Kurosawa",1990,,,,,,1.0,0.0,0.0,0.0,0.0
Days of Thunder,1990,1.0,0.0,0.0,0.0,0.0,,,,,
Alice (1990),1990,,,,,,1.0,0.0,1.0,0.0,0.0
GoodFellas,1990,,,,,,5.0,0.0,4.0,0.0,0.0
Wild at Heart,1990,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
American Dream,1990,1.0,1.0,0.0,0.0,0.0,,,,,
Postcards From The Edge,1990,,,,,,3.0,0.0,2.0,0.0,0.0
Cyrano de Bergerac,1990,5.0,1.0,1.0,0.0,0.0,,,,,
Ghost,1990,5.0,2.0,2.0,1.0,0.0,4.0,1.0,4.0,1.0,0.0
12:01 PM,1990,1.0,0.0,0.0,0.0,0.0,,,,,
Senzeni Na? (What Have We Done?),1990,1.0,0.0,0.0,0.0,0.0,,,,,
Green Card,1990,1.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0
Metropolitan,1990,1.0,0.0,0.0,0.0,0.0,,,,,
Grasshoppers (Cavallette),1990,1.0,0.0,0.0,0.0,0.0,,,,,
Dances With Wolves,1990,12.0,7.0,5.0,2.0,1.0,,,,,
A Grand Day Out,1990,1.0,0.0,0.0,0.0,0.0,,,,,
The Lunch Date,1990,1.0,1.0,0.0,0.0,0.0,,,,,
Total Recall,1990,2.0,1.0,0.0,0.0,0.0,,,,,
The Nasty Girl,1990,1.0,0.0,0.0,0.0,0.0,,,,,
Q & A,1990,,,,,,1.0,0.0,1.0,0.0,0.0
Henry & June,1990,1.0,0.0,0.0,0.0,0.0,,,,,
Good Fellas,1990,6.0,1.0,4.0,1.0,0.0,,,,,
Havana,1990,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Dances with Wolves,1990,,,,,,6.0,3.0,4.0,2.0,1.0
Mr. & Mrs. Bridge,1990,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Rose Kennedy: A Life to Remember,1990,1.0,0.0,0.0,0.0,0.0,,,,,
Hamlet,1990,2.0,0.0,0.0,0.0,0.0,,,,,
Misery,1990,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Journey into Life: The World of the Unborn,1990,1.0,0.0,0.0,0.0,0.0,,,,,
"United Soviet Socialist Republics, Pavel Lungin ",1990,,,,,,1.0,0.0,0.0,0.0,0.0
The Sheltering Sky,1990,,,,,,2.0,1.0,1.0,0.0,0.0
Home Alone,1990,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
"France, Jean-Paul Rappeneau",1990,,,,,,1.0,1.0,0.0,0.0,0.0
The Russia House,1990,,,,,,1.0,0.0,1.0,0.0,0.0
Journey of Hope,1990,1.0,1.0,0.0,0.0,0.0,,,,,
Creature Comforts,1990,1.0,1.0,0.0,0.0,0.0,,,,,
Edward Scissorhands,1990,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Ju Dou,1990,1.0,0.0,0.0,0.0,0.0,,,,,
Berkeley in the Sixties,1990,1.0,0.0,0.0,0.0,0.0,,,,,
Longtime Companion,1990,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Chimps: So Like Us,1990,1.0,0.0,0.0,0.0,0.0,,,,,
White Palace,1990,,,,,,1.0,0.0,1.0,0.0,0.0
Alice,1990,1.0,0.0,0.0,0.0,0.0,,,,,
Grand Canyon,1991,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Thelma & Louise,1991,5.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0
In the Shadow of the Stars,1991,1.0,1.0,0.0,0.0,0.0,,,,,
The Fisher King,1991,5.0,1.0,2.0,1.0,0.0,4.0,1.0,4.0,1.0,0.0
Birdnesters of Thailand (aka 'Shadow Hunters'),1991,1.0,0.0,0.0,0.0,0.0,,,,,
Frankie & Johnny,1991,,,,,,1.0,0.0,1.0,0.0,0.0
Children of Nature,1991,1.0,0.0,0.0,0.0,0.0,,,,,
Wild by Law,1991,1.0,0.0,0.0,0.0,0.0,,,,,
"France, Krzysztof Kieslowski",1991,,,,,,1.0,0.0,0.0,0.0,0.0
Manipulation,1991,1.0,1.0,0.0,0.0,0.0,,,,,
Strings,1991,1.0,0.0,0.0,0.0,0.0,,,,,
Rush (1991),1991,,,,,,1.0,0.0,0.0,0.0,0.0
Death on the Job,1991,1.0,0.0,0.0,0.0,0.0,,,,,
Robin Hood: Prince of Thieves,1991,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Spain, Pedro Almodóvar",1991,,,,,,1.0,0.0,0.0,0.0,0.0
Terminator 2: Judgment Day,1991,5.0,3.0,0.0,0.0,0.0,,,,,
Last Breeze of Summer,1991,1.0,0.0,0.0,0.0,0.0,,,,,
Switch,1991,,,,,,1.0,0.0,1.0,0.0,0.0
"France, Claude Chabrol",1991,,,,,,1.0,0.0,0.0,0.0,0.0
The Commitments,1991,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Fried Green Tomatoes,1991,2.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
Hook,1991,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Madame Bovary,1991,1.0,0.0,0.0,0.0,0.0,,,,,
City Slickers,1991,1.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,1.0,0.0
Rambling Rose,1991,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Raise the Red Lantern,1991,1.0,0.0,0.0,0.0,0.0,,,,,
For The Boys,1991,,,,,,2.0,1.0,1.0,1.0,0.0
"Deadly Deception: General Electric, Nuclear Weapons and Our Environment",1991,1.0,1.0,0.0,0.0,0.0,,,,,
Blackfly,1991,1.0,0.0,0.0,0.0,0.0,,,,,
For the Boys,1991,1.0,0.0,1.0,0.0,0.0,,,,,
Session Man,1991,1.0,1.0,0.0,0.0,0.0,,,,,
Birch Street Gym,1991,1.0,0.0,0.0,0.0,0.0,,,,,
"France, Luc Besson",1991,,,,,,1.0,0.0,0.0,0.0,0.0
The Elementary School,1991,1.0,0.0,0.0,0.0,0.0,,,,,
The Addams Family,1991,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Cape Fear,1991,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Hear My Song,1991,,,,,,1.0,0.0,1.0,0.0,0.0
Soapdish,1991,,,,,,1.0,0.0,1.0,0.0,0.0
The Silence of the Lambs,1991,7.0,5.0,4.0,4.0,1.0,5.0,1.0,4.0,1.0,0.0
Boyz N the Hood,1991,2.0,0.0,1.0,0.0,0.0,,,,,
Doing Time: Life inside the Big House,1991,1.0,0.0,0.0,0.0,0.0,,,,,
Star Trek VI The Undiscovered Country,1991,2.0,0.0,0.0,0.0,0.0,,,,,
The Mark of the Maker,1991,1.0,0.0,0.0,0.0,0.0,,,,,
Beauty and the Beast,1991,4.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0
"Germany, Agnieszka Holland",1991,,,,,,1.0,1.0,0.0,0.0,0.0
Bugsy,1991,9.0,2.0,4.0,0.0,0.0,7.0,1.0,5.0,1.0,1.0
"United Soviet Socialist Republics, Alexander Mitta ",1991,,,,,,1.0,0.0,0.0,0.0,0.0
Europa Europa,1991,1.0,0.0,0.0,0.0,0.0,,,,,
Dead Again,1991,,,,,,1.0,0.0,0.0,0.0,0.0
Memorial: Letters from American Soldiers,1991,1.0,0.0,0.0,0.0,0.0,,,,,
JFK,1991,8.0,2.0,3.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0
"American Tail, An : Fievel Goes West",1991,,,,,,1.0,0.0,0.0,0.0,0.0
The Ox,1991,1.0,0.0,0.0,0.0,0.0,,,,,
A Little Vicious,1991,1.0,0.0,0.0,0.0,0.0,,,,,
Barton Fink,1991,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
The Restless Conscience,1991,1.0,0.0,0.0,0.0,0.0,,,,,
Mediterraneo,1991,1.0,1.0,0.0,0.0,0.0,,,,,
Backdraft,1991,2.0,0.0,0.0,0.0,0.0,,,,,
The Prince of Tides,1991,7.0,0.0,3.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0
Billy Bathgate,1991,,,,,,1.0,0.0,1.0,0.0,0.0
At Play in the Fields of the Lord,1991,,,,,,1.0,0.0,0.0,0.0,0.0
The Bodyguard,1992,1.0,0.0,0.0,0.0,0.0,,,,,
"France, Alain Corneau",1992,,,,,,1.0,0.0,0.0,0.0,0.0
Screen Play,1992,1.0,0.0,0.0,0.0,0.0,,,,,
Toys,1992,2.0,0.0,0.0,0.0,0.0,,,,,
The Lady in Waiting,1992,1.0,0.0,0.0,0.0,0.0,,,,,
Hoffa,1992,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"Germany, Helmut Dietl",1992,,,,,,1.0,0.0,0.0,0.0,0.0
The Lover,1992,1.0,0.0,0.0,0.0,0.0,,,,,
Schtonk!,1992,1.0,0.0,0.0,0.0,0.0,,,,,
My Cousin Vinny,1992,1.0,1.0,1.0,1.0,0.0,,,,,
Glengarry Glen Ross,1992,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Music for the Movies: Bernard Herrmann,1992,1.0,0.0,0.0,0.0,0.0,,,,,
The Colours of My Father: A Portrait of Sam Borenstein,1992,1.0,0.0,0.0,0.0,0.0,,,,,
Contact,1992,1.0,0.0,0.0,0.0,0.0,,,,,
A River Runs through It,1992,3.0,1.0,0.0,0.0,0.0,,,,,
Close to Eden,1992,1.0,0.0,0.0,0.0,0.0,,,,,
The Crying Game,1992,6.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
